sofifa_id,short_name,long_name,age,overall,weak_foot,skill_moves,team_position,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
230020,P. Lees-Melou,Pierre Lees-Melou,26,77,3,4,RCM,73,67,77,77,67,73,78,66,59,79,53,78,74,69,77,79,72,73,75,75,59,70,62,84,70,70,71,66,77,77,58,76,70,68,63,14,6,12,9,10
189165,J. Shelvey,Jonjo Shelvey,27,77,3,3,LCM,62,72,79,72,62,74,73,64,67,82,59,73,69,73,84,76,61,62,63,70,65,85,64,73,71,81,84,62,66,82,71,78,60,63,61,14,11,15,8,16
192123,C. Wood,Chris Wood,27,77,3,2,RS,70,76,59,68,40,79,46,77,83,65,69,66,69,64,48,74,65,74,60,75,61,80,77,71,85,71,74,40,79,64,81,77,39,30,29,14,16,16,7,16
192557,M. Plattenhardt,Marvin Plattenhardt,27,77,2,3,LB,71,55,77,75,74,72,87,43,60,78,54,75,87,89,69,77,69,73,68,77,73,79,72,75,74,55,64,72,67,65,61,68,76,78,77,15,6,15,13,16
193158,D. Pröpper,Davy Pröpper,27,77,3,4,LCM,62,70,73,75,67,75,58,62,68,77,72,74,74,71,73,81,64,60,70,77,64,80,68,88,68,78,76,62,68,82,66,84,70,69,63,16,8,16,9,6
193198,N. Gudelj,Nemanja Gudelj,27,77,2,3,SUB,63,70,75,67,73,85,74,58,73,78,69,64,80,79,76,75,61,65,62,72,57,85,67,90,85,81,83,75,65,70,74,71,70,75,70,8,11,8,14,12
194781,Renan Ribeiro,Renan Ribeiro,29,77,2,1,GK,,,,,,,12,12,16,19,9,14,18,11,11,19,50,48,59,76,29,50,74,30,70,12,13,26,11,56,14,48,18,18,12,81,70,67,75,80
197891,Juanmi,Juan Miguel Jiménez López,26,77,3,3,SUB,74,77,67,78,30,53,68,82,74,75,73,78,60,57,53,79,77,72,77,81,76,71,74,67,42,74,57,23,82,69,63,69,25,28,25,11,6,9,12,9
199667,R. Funes Mori,José Ramiro Funes Mori,28,77,3,2,LCB,62,50,64,65,76,76,66,40,77,70,25,63,49,58,62,70,60,64,65,69,60,70,75,72,76,56,83,77,49,59,52,64,75,77,76,9,9,13,10,7
199767,M. van Ginkel,Marco van Ginkel,26,77,4,3,RES,64,77,77,75,70,70,71,76,74,82,74,75,66,69,79,80,62,65,69,74,59,79,74,66,71,76,69,62,77,76,84,83,71,73,68,7,11,13,13,14
200054,Pedro Obiang,Pedro  Mba Obiang Avomo,27,77,3,3,SUB,62,59,74,73,75,74,68,50,70,77,60,74,56,62,79,76,61,62,65,69,63,74,72,75,74,65,71,76,60,78,59,76,72,78,77,9,7,7,6,7
200228,Bruno,Bruno González Cabrera,29,77,3,2,SUB,32,33,51,49,77,79,21,23,80,72,23,40,49,31,68,67,31,33,30,77,31,66,63,63,88,22,81,77,36,35,42,69,75,77,76,12,9,8,13,8
201042,D. Sidibé,Djibril Sidibé,26,77,4,3,SUB,77,62,74,74,73,79,76,60,69,78,42,74,77,73,72,75,75,79,70,75,69,69,83,91,73,68,76,73,73,68,43,73,70,75,75,10,16,9,12,7
201315,Pablo,Pablo Nascimento Castro,28,77,2,2,LCB,58,52,48,59,79,77,30,49,77,57,52,56,44,50,51,59,50,64,69,76,55,68,72,68,81,43,81,79,40,49,57,75,79,80,75,15,13,10,11,11
201510,L. Kurzawa,Layvin Kurzawa,26,77,3,4,SUB,73,68,75,77,74,73,79,70,71,77,61,76,73,53,72,80,78,69,74,75,71,69,82,74,70,67,75,74,76,75,54,76,71,77,79,14,10,7,9,15
205431,N. Füllkrug,Niclas Füllkrug,26,77,4,3,SUB,64,77,62,70,38,75,63,79,80,67,71,70,69,69,48,74,63,65,60,74,52,79,67,67,83,72,67,24,82,61,77,72,47,30,17,15,9,10,13,9
205966,A. Younes,Amin Younes,25,77,2,4,SUB,76,58,70,87,37,56,60,58,44,77,62,88,79,59,57,86,83,71,83,76,92,55,37,78,47,56,55,42,74,78,58,69,30,43,25,15,11,9,15,15
206058,M. De Sciglio,Mattia De Sciglio,26,77,4,3,RB,75,46,69,75,77,72,78,33,68,74,41,74,75,39,68,75,73,76,79,72,77,67,77,81,66,51,74,76,64,60,49,72,79,78,78,5,3,5,5,3
208622,Rubén Sobrino,Rubén Sobrino Pozuelo,27,77,4,3,SUB,81,76,63,76,41,67,58,78,70,73,73,77,71,57,50,78,78,83,73,73,64,76,64,65,69,75,65,30,75,60,66,69,54,31,21,13,8,11,7,15
209981,Y. Bounou,Yassine Bounou,28,77,3,1,SUB,,,,,,,15,14,14,39,13,20,12,19,44,12,37,34,38,77,29,56,48,43,69,19,25,12,10,60,24,57,20,18,15,75,77,75,75,76
211267,R. Centurión,Adrián Ricardo Centurión,26,77,3,4,LM,90,70,69,82,37,66,68,72,61,68,60,83,68,73,66,77,91,89,89,74,88,68,60,86,57,70,63,38,67,74,67,75,28,37,38,7,6,7,11,8
211454,M. Elneny,Mohamed Naser Elsayed Elneny,26,77,3,3,RES,59,63,72,70,74,74,66,57,61,78,39,68,69,56,77,76,58,59,65,75,62,78,69,88,68,67,73,76,63,70,62,77,76,74,72,7,15,15,12,6
216700,M. Meza,Maximiliano Eduardo Meza,26,77,3,4,LW,80,72,74,82,48,71,72,73,67,76,66,86,75,73,68,79,77,83,85,70,75,76,71,77,70,74,65,31,68,75,54,73,68,37,32,9,9,16,12,11
224933,K. Lasagna,Kevin Lasagna,26,77,3,3,RS,90,74,60,77,29,63,60,78,72,66,74,76,66,42,50,79,90,90,80,76,72,72,76,67,68,66,40,30,80,58,66,74,26,20,18,8,14,13,15,15
230685,E. Akbaba,Emre Akbaba,26,77,3,4,RES,75,73,75,76,55,67,71,70,62,76,68,76,76,74,77,77,73,77,76,73,69,77,58,83,61,75,64,51,77,78,75,74,57,55,45,14,11,6,11,8
240493,A. Paschalakis,Alexandros  Paschalakis,29,77,2,1,GK,,,,,,,12,12,17,22,12,18,16,12,25,11,53,47,56,76,59,51,74,34,76,12,41,15,4,45,30,59,19,15,14,81,68,68,74,81
244791,P. Hrošovský,Patrik Hrošovský,27,77,3,3,SUB,71,68,76,76,70,68,77,67,62,78,65,76,68,68,77,76,73,70,77,74,83,68,74,86,58,70,68,74,66,77,66,75,69,71,69,13,14,9,6,12
137351,D. Baier,Daniel Baier,35,77,3,3,LDM,43,55,77,75,72,69,73,52,52,80,58,74,62,70,81,78,51,37,69,80,74,68,73,67,67,44,75,80,58,78,62,84,72,74,72,7,9,7,9,9
140384,Jô,João Alves de Assis Silva,32,77,3,3,LS,67,75,65,72,28,75,64,78,80,67,74,73,62,66,56,76,62,71,67,73,51,78,69,69,89,67,50,32,79,72,72,82,19,21,20,12,8,16,8,7
142902,A. Pyatov,Andriy Pyatov,35,77,3,1,GK,,,,,,,13,9,10,29,12,11,14,16,24,12,44,44,56,74,32,62,73,37,78,12,35,23,14,63,15,52,12,9,10,75,69,82,80,78
146701,Iván Ramis,Iván Ramis Barrios,34,77,3,2,LCB,32,61,62,57,77,81,45,54,76,71,59,51,67,77,72,70,32,32,49,69,46,76,75,63,90,65,81,75,52,50,65,66,78,78,73,7,15,9,8,11
146952,Iván Cuéllar,Iván Cuéllar Sacristán,35,77,2,1,GK,,,,,,,35,15,13,23,17,14,25,20,28,13,59,43,57,75,46,59,65,44,65,12,28,18,12,44,25,56,20,11,15,74,76,78,73,79
148803,K. Huntelaar,Klaas-Jan Huntelaar,35,77,3,2,SUB,53,80,63,65,35,70,63,85,76,68,80,62,72,66,44,72,52,54,58,78,62,78,76,48,78,72,77,27,84,66,62,79,32,33,23,7,12,6,9,11
150724,J. Hart,Joe Hart,32,77,3,1,SUB,,,,,,,14,14,10,34,19,23,17,13,35,20,56,60,50,71,32,50,69,28,61,19,36,25,14,42,30,58,16,14,13,74,75,67,75,81
152554,G. Clichy,Gaël Clichy,33,77,4,4,LB,78,43,70,75,75,68,74,34,68,78,59,75,64,38,73,75,76,80,76,72,73,52,70,82,66,43,55,75,68,59,45,73,74,77,75,10,11,9,11,6
152908,A. Young,Ashley Young,33,77,3,4,SUB,70,66,74,75,73,71,77,64,60,76,69,74,85,75,64,77,73,68,72,76,76,74,55,71,66,63,85,77,67,70,60,72,72,76,74,16,10,15,16,15
152993,R. Civelli,Renato Civelli,35,77,3,2,CB,33,59,56,45,76,84,53,56,83,63,55,35,37,47,61,66,34,32,30,68,31,68,68,71,92,58,85,75,50,50,58,75,78,76,66,13,6,16,14,10
152997,D. Cvitanich,Darío Cvitanich,35,77,3,3,SUB,60,76,71,75,37,69,65,79,79,75,73,70,67,66,66,83,65,55,72,81,74,74,79,61,72,67,68,33,83,74,80,77,31,32,34,15,12,15,12,11
158133,J. Farfán,Jefferson Agustín Farfán Guadalupe,34,77,3,4,SUB,84,73,75,75,36,75,76,73,72,73,69,74,82,75,72,79,84,84,75,77,66,75,76,72,78,72,73,39,75,78,79,80,17,43,29,15,12,5,12,15
158438,Gelson Fernandes,Gélson da Conceição Tavares Fernandes,32,77,3,2,RCM,57,56,68,66,77,80,62,51,61,75,55,64,57,55,69,67,60,55,66,74,66,67,71,90,73,55,88,79,59,66,50,71,82,76,74,14,6,13,10,13
161754,Javi García,Francisco Javier  García Fernández,32,77,3,3,SUB,50,62,67,68,76,82,47,59,83,82,59,66,55,44,76,75,48,51,61,73,50,80,91,71,85,54,84,76,60,65,61,81,72,77,73,14,6,8,14,16
162369,V. Ibišević,Vedad Ibišević,34,77,3,3,ST,41,78,68,72,41,70,65,80,79,77,84,72,73,56,47,76,40,41,60,83,59,82,72,50,76,66,78,30,83,71,83,79,55,29,22,16,12,13,14,16
164376,G. Pellè,Graziano Pellè,33,77,4,3,ST,48,76,64,63,34,85,44,77,90,74,79,63,56,40,60,74,40,54,32,82,37,80,78,76,91,68,85,25,84,76,76,76,21,33,33,15,12,14,13,9
164464,B. Wright-Phillips,Bradley Wright-Phillips,34,77,4,3,SUB,71,76,64,71,43,69,63,81,80,67,71,68,66,50,55,70,72,71,75,83,78,78,81,75,65,63,66,44,85,67,65,78,51,29,25,12,13,13,10,6
164468,G. Cahill,Gary Cahill,33,77,3,2,SUB,41,58,51,57,78,74,28,56,82,60,47,56,48,27,60,59,39,42,49,75,44,63,78,55,79,64,83,76,45,56,53,73,77,80,77,5,12,9,5,12
164859,T. Walcott,Theo  Walcott,30,77,3,3,SUB,87,72,70,79,39,61,72,73,58,71,71,80,76,74,61,77,87,87,79,76,77,76,62,67,56,65,65,35,75,71,74,74,37,39,36,11,8,9,9,8
166072,Danilo,Danilo Larangeira,35,77,3,2,RCB,48,40,49,52,80,63,30,24,72,60,22,46,34,30,66,60,48,48,46,73,60,72,74,37,69,48,78,83,25,42,48,76,81,82,77,11,8,11,5,6
171828,I. Scocco,Ignacio Martín Scocco,34,77,4,4,SUB,73,80,71,80,35,66,65,79,55,73,79,81,81,79,67,82,72,73,78,75,75,82,68,54,70,79,71,33,81,72,78,80,37,30,28,14,12,14,6,12
172049,E. Elia,Eljero Elia,32,77,3,5,LM,92,68,68,85,35,67,69,63,50,74,69,87,77,40,62,81,93,91,91,73,79,77,67,74,64,72,66,32,68,67,62,71,38,32,28,11,13,6,15,8
172143,L. Schøne,Lasse Schøne,33,77,3,3,CDM,48,74,81,76,63,62,80,67,60,82,84,75,85,87,78,82,53,43,66,72,76,83,75,65,58,82,65,78,66,80,76,75,67,54,48,16,16,9,12,11
172937,G. Murray,Glenn Murray,35,77,3,2,ST,31,78,61,67,42,72,48,84,85,69,76,65,57,33,55,74,32,30,52,84,67,78,84,54,76,64,79,45,87,70,80,81,44,29,23,15,16,14,7,10
173474,Z. Junuzović,Zlatko Junuzović,31,77,4,3,RCM,71,73,78,81,65,73,81,68,58,77,82,80,88,82,75,80,75,68,88,73,93,77,73,92,65,77,71,73,70,76,70,78,65,64,62,15,9,11,15,8
174543,C. Bravo,Claudio Andrés Bravo Muñoz,36,77,3,1,SUB,,,,,,,12,13,18,56,11,22,25,38,54,32,58,54,63,71,62,63,81,41,69,17,40,23,16,69,23,64,15,18,19,77,76,84,75,77
175895,V. Odjidja-Ofoe,Vadis Odjidja-Ofoe,30,77,4,3,RCM,56,73,76,74,69,79,71,68,68,80,78,76,66,70,78,80,57,56,57,68,55,81,60,81,82,76,73,71,69,78,71,84,64,73,68,10,16,11,13,9
176731,P. Wernbloom,Pontus Wernbloom,33,77,3,3,SUB,54,71,66,67,77,81,57,69,84,74,53,68,54,32,72,72,48,58,51,73,52,80,55,77,84,72,85,80,74,70,66,76,72,78,79,14,9,13,13,9
176733,M. Berg,Marcus Berg,32,77,4,3,,73,76,63,72,35,71,56,77,75,72,71,72,66,47,51,73,72,73,70,75,71,79,74,69,76,74,61,28,83,66,70,75,33,33,25,10,7,12,8,14
176994,R. Gurtner,Régis Gurtner,32,77,2,1,GK,,,,,,,10,9,10,29,10,10,9,10,30,28,41,49,32,74,32,56,72,38,68,8,35,13,6,27,24,61,10,12,13,78,75,74,75,79
177358,M. Schneiderlin,Morgan Schneiderlin,29,77,3,3,SUB,56,60,71,71,75,76,65,58,69,78,56,68,68,63,72,77,57,55,65,74,67,71,65,76,75,56,81,77,63,67,56,73,75,76,75,6,11,12,14,7
178007,Miguel Veloso,Miguel Luís Pinto Veloso,33,77,3,3,LCM,49,70,82,75,64,65,82,61,67,83,70,73,83,81,85,82,51,48,68,69,75,80,73,50,70,80,71,71,65,80,73,81,48,72,70,16,7,9,8,15
178322,M. Layún,Miguel Arturo Layún Prado,31,77,5,3,RB,76,72,75,75,75,69,80,67,63,76,66,75,68,74,74,76,75,76,69,74,77,80,75,73,66,76,72,77,73,71,74,79,77,75,74,7,16,6,12,11
178416,J. Lens,Jeremain Lens,31,77,4,4,LM,89,74,71,79,36,71,72,72,63,74,83,80,71,68,63,78,91,88,75,77,79,80,74,74,77,75,53,23,71,70,67,76,35,39,32,16,16,14,15,6
178614,Varela,Fernando Lopes dos Santos Varela,31,77,3,2,LCB,67,44,54,59,76,82,59,43,76,56,38,55,51,47,51,62,69,66,58,74,72,45,82,75,87,42,80,76,44,52,54,68,75,77,74,6,9,13,12,13
179527,L. Rémy,Loïc Rémy,32,77,3,4,SUB,74,77,66,73,37,68,60,79,76,70,71,74,66,51,60,74,76,72,71,75,64,77,83,64,72,71,59,48,80,71,76,78,35,24,21,9,10,15,14,12
181262,M. Suchý,Marek Suchý,31,77,3,2,LCB,64,52,58,63,76,78,43,48,77,72,43,60,32,39,70,65,61,67,65,72,62,64,79,71,84,52,72,74,32,50,64,77,74,79,77,14,11,15,15,7
182179,S. De Maio,Sebastian De Maio,32,77,3,2,SUB,57,33,38,54,79,79,11,20,72,50,20,52,23,39,54,54,55,59,53,70,54,61,83,58,92,37,74,78,19,34,46,76,80,80,78,6,5,5,11,7
182941,P. Aguilar,Pablo Aguilar,32,77,3,2,RCB,63,52,53,56,77,78,40,50,82,58,50,50,48,35,62,61,65,61,59,69,60,64,91,64,80,49,88,77,28,58,51,78,79,74,70,15,12,13,9,6
183389,G. Sio,Giovanni Sio,30,77,3,3,ST,82,76,71,76,29,75,68,77,71,73,73,76,73,69,67,76,78,85,79,71,73,77,70,78,74,74,77,18,76,73,72,72,40,18,12,15,9,10,15,16
183427,F. Delph,Fabian Delph,29,77,3,3,SUB,69,70,76,79,73,74,73,64,60,82,59,77,72,53,76,82,71,67,82,78,85,82,67,87,64,75,84,76,68,73,65,76,70,77,75,10,9,14,11,6
183556,N. Subotić,Neven Subotić,30,77,3,2,RCB,50,45,52,47,80,76,47,29,81,55,32,39,33,58,66,52,47,53,52,77,49,81,73,68,78,47,81,76,48,44,43,75,80,81,80,6,5,10,8,6
183666,Roberto,Roberto Jiménez Gago,33,77,2,1,SUB,,,,,,,15,14,19,39,13,12,14,14,38,31,45,48,68,76,40,55,74,32,78,11,29,24,17,45,19,57,20,15,18,80,70,73,74,82
183820,M. Dossevi,Matthieu Dossevi,31,77,3,3,RW,79,68,77,79,36,59,82,64,54,78,62,80,72,71,70,78,79,79,77,74,76,71,76,68,58,71,45,32,76,76,68,68,41,30,25,13,14,12,10,11
183855,A. Ogbonna,Angelo Obinze Ogbonna,31,77,3,2,SUB,58,39,58,60,79,74,51,25,77,68,30,61,51,36,67,59,53,62,54,70,53,68,74,63,80,46,72,80,33,50,39,69,76,81,80,5,3,5,4,4
183909,I. Traoré,Ibrahima Traoré,31,77,4,4,SUB,82,70,74,83,44,49,77,64,44,74,75,84,85,75,69,79,87,78,92,77,92,79,71,57,41,75,51,41,73,73,56,77,48,44,40,6,6,11,8,7
184089,M. Carcela-González,Mehdi Carcela-González,30,77,3,4,RW,85,74,73,83,34,58,78,72,35,72,70,84,81,71,69,82,90,80,89,72,80,77,87,67,54,77,47,39,74,69,65,84,26,38,30,8,15,14,7,12
184575,R. Alessandrini,Romain Alessandrini,30,77,4,4,SUB,84,76,73,78,48,66,74,72,53,72,75,77,78,76,68,77,85,83,87,76,81,83,61,70,60,80,75,33,75,74,73,76,53,55,34,11,12,9,16,9
184858,Alan Kardec,Alan Kardec de Souza Pereira Junior,30,77,3,3,ST,73,76,64,71,34,74,68,78,82,67,67,70,56,69,58,73,74,72,68,75,63,78,80,79,79,74,53,33,78,59,69,67,26,29,24,7,16,12,10,9
184999,Maurício,Maurício José da Silveira Júnior,30,77,4,3,RES,74,70,75,76,74,72,65,65,67,80,70,75,77,77,77,79,77,72,74,71,69,76,83,78,67,76,72,74,73,75,69,74,74,76,74,11,8,14,15,6
185174,A. Poli,Andrea Poli,29,77,3,3,LDM,70,65,75,78,72,66,68,56,60,80,69,79,72,68,74,80,70,70,73,76,75,72,67,72,61,72,70,74,74,78,68,74,76,72,72,5,5,5,5,5
185195,O. Ighalo,Odion Jude Ighalo,30,77,3,4,SUB,84,72,56,78,36,79,49,76,71,61,70,80,64,53,47,76,86,82,75,78,70,73,82,78,80,62,78,30,84,60,63,82,17,45,41,9,11,13,16,8
186132,D. Drinkwater,Danny Drinkwater,29,77,4,3,SUB,59,66,76,75,71,68,64,60,61,80,69,75,72,69,83,77,63,55,67,76,76,77,52,72,65,71,74,74,71,76,53,77,69,75,73,12,6,8,9,12
186935,Claudemir,Claudemir Domingues de Souza,31,77,3,3,CDM,62,67,74,73,73,77,67,63,68,79,67,74,67,68,74,76,61,62,62,74,61,73,62,86,71,73,82,76,69,75,60,74,72,75,68,15,13,11,13,13
187570,Douglas,Douglas Renato de Jesus,36,77,2,1,SUB,,,,,,,13,10,14,34,14,14,16,12,32,20,33,41,44,79,50,53,74,44,72,17,38,20,14,54,14,56,18,10,12,78,75,71,74,77
187735,A. Dzagoev,Alan Dzagoev,29,77,3,4,SUB,74,72,74,76,70,68,71,70,63,74,72,75,67,75,73,81,81,69,71,75,72,76,73,71,66,71,69,71,76,81,65,78,69,71,70,11,16,12,14,10
188042,M. Suárez,Matías Ezequiel Suárez,31,77,4,4,RS,70,77,72,81,31,67,72,77,65,72,75,81,72,70,69,82,70,70,79,79,73,80,70,63,73,75,54,18,81,76,70,82,33,29,23,9,16,11,13,8
188155,D. Janmaat,Daryl Janmaat,29,77,3,3,SUB,67,65,73,76,75,74,79,60,72,76,67,77,64,56,69,79,67,67,66,79,63,76,69,79,69,66,79,78,66,70,62,66,74,76,74,15,10,7,11,7
188955,G. Bou,Gustavo Leonardo Bou,29,77,4,4,ST,78,76,69,76,30,72,69,77,74,71,70,77,66,71,61,77,78,78,74,74,75,80,77,79,75,73,52,39,78,71,71,78,19,22,21,6,6,15,16,7
189060,A. Dragović,Aleksandar Dragović,28,77,4,2,SUB,65,51,60,64,77,75,49,41,76,67,37,62,32,61,62,66,63,67,64,76,64,69,78,66,80,53,74,80,63,65,65,73,74,79,77,10,7,11,13,8
189280,A. Westwood,Ashley Westwood,29,77,3,3,RCM,60,60,79,74,74,76,78,53,60,80,56,71,81,75,79,77,63,58,74,77,80,76,72,83,71,60,82,76,66,78,58,78,77,76,73,10,13,13,7,8
189410,D. Latza,Danny Latza,29,77,4,3,LCM,66,57,75,74,72,76,71,38,61,80,54,71,54,59,77,80,68,64,73,76,74,75,73,90,68,77,77,74,70,76,73,79,76,71,67,7,16,14,6,16
189506,Victor Sánchez,Víctor Sánchez Mata,31,77,3,3,SUB,55,63,77,73,75,66,74,59,67,79,56,70,68,69,78,78,53,57,71,78,75,71,77,62,61,68,83,79,65,81,61,78,66,82,77,7,6,10,14,10
190362,T. Pukki,Teemu Pukki,29,77,3,3,ST,77,75,58,75,33,69,45,81,62,71,68,73,53,40,35,76,78,76,77,81,72,75,75,78,69,64,56,36,84,71,66,73,30,29,16,13,8,8,9,7
190875,J. Kucka,Juraj Kucka,32,77,3,3,RCM,60,72,72,74,77,88,68,65,75,76,68,75,66,69,76,75,62,59,70,79,54,85,90,86,89,78,86,78,73,70,71,75,77,77,78,14,8,9,15,8
191053,T. Rincón,Tomás Eduardo Rincón Hernández,31,77,3,3,SUB,68,59,71,76,76,80,65,45,58,78,60,76,55,52,76,77,73,64,73,76,81,77,91,86,75,72,82,80,66,72,46,74,72,82,78,12,12,11,8,12
192270,Johnathan,Johnathan Aparecido da Silva,29,77,5,4,LS,79,76,63,74,40,76,63,78,78,68,70,75,72,57,54,74,80,79,75,69,66,79,80,85,77,76,63,31,75,62,58,67,46,31,26,12,15,13,13,7
192565,Y. Mallı,Yunus Mallı,27,77,4,4,SUB,71,68,76,81,33,57,74,69,40,80,68,82,74,69,72,80,75,67,78,76,79,64,63,74,52,65,48,46,72,76,81,78,31,29,21,13,14,14,15,10
192708,Carlos Eduardo,Carlos Eduardo de Oliveira Alves,29,77,4,3,SUB,70,77,76,73,61,74,76,79,76,74,75,72,76,75,75,78,66,73,72,77,51,77,69,72,79,74,66,62,81,79,75,72,65,57,44,8,8,10,6,10
192906,L. Rodríguez,Luis Miguel Rodríguez,34,77,4,4,ST,67,79,73,79,27,66,71,80,65,73,73,78,79,73,71,82,69,66,75,79,86,80,75,55,69,78,72,22,81,77,75,83,24,21,27,7,7,14,10,13
192991,C. Tosun,Cenk Tosun,28,77,4,3,SUB,71,77,66,73,36,73,64,77,79,70,72,72,72,73,60,75,69,72,71,76,66,82,80,69,74,71,75,31,78,61,85,75,33,34,15,12,14,12,12,9
193584,G. Burgstaller,Guido Burgstaller,30,77,5,3,ST,67,76,66,72,38,84,69,78,74,73,74,74,62,42,58,72,65,68,64,80,63,79,68,91,82,72,84,34,80,64,64,78,32,39,21,12,7,14,10,9
193839,Rômulo,Rômulo  Souza Orestes Caldeira,32,77,2,4,SUB,78,66,76,79,70,71,79,60,56,78,57,79,77,76,74,79,83,73,82,72,86,75,65,88,64,69,70,74,74,72,77,80,67,74,72,5,7,14,5,12
194209,Y. El Arabi,Youssef El Arabi,32,77,4,3,SUB,71,78,67,82,37,66,61,80,74,68,85,85,72,74,62,82,75,67,85,74,57,77,71,60,75,74,51,44,73,72,86,64,25,30,42,6,16,11,6,11
195096,Fransérgio,Fransérgio Rodrigues Barbosa,28,77,3,3,RCM,58,73,73,71,71,81,70,67,74,75,66,73,59,72,78,75,52,63,55,75,52,85,52,89,79,76,81,72,77,74,73,81,69,71,68,9,7,5,6,7
197813,J. Martin,Jonas Martin,29,77,4,4,CM,62,69,77,75,68,73,74,65,57,80,63,76,72,67,80,77,57,66,65,77,63,74,61,78,72,71,71,65,68,78,78,76,66,75,68,8,8,14,15,11
198077,P. Herrmann,Patrick Herrmann,28,77,2,3,SUB,79,70,74,78,33,58,77,68,54,74,70,79,74,63,66,77,78,79,78,78,75,74,69,61,56,70,58,29,79,78,62,65,28,26,54,14,13,8,8,7
198140,R. Funes Mori,Rogelio Gabriel Funes Mori,28,77,4,3,ST,76,74,68,74,43,78,65,78,77,70,72,75,75,58,65,72,78,75,75,78,72,72,79,79,78,67,78,49,80,72,70,72,25,45,44,8,10,15,6,15
198368,Tomás Pina,Tomás Pina Isla,31,77,3,3,RCM,49,66,72,74,72,71,58,62,69,79,59,76,65,61,78,78,57,43,62,78,47,73,66,69,71,68,77,77,71,74,59,70,65,77,70,8,12,11,7,15
198715,Sergio León,Sergio León Limones,30,77,4,3,ST,77,78,64,78,43,69,60,79,71,72,80,79,73,64,52,77,78,77,78,76,73,80,74,73,66,75,71,35,78,61,74,78,55,33,21,9,8,9,11,12
199354,Lucas Pérez,Lucas Pérez Martínez,30,77,4,4,RS,72,78,75,77,32,68,74,77,68,75,78,78,82,77,69,79,73,71,70,77,73,82,63,67,69,75,67,38,78,78,79,75,25,24,26,14,8,8,10,10
199626,André André,André Filipe Brás André,29,77,4,3,RCM,69,71,76,78,71,68,72,68,64,80,64,79,78,67,76,80,68,69,74,72,74,74,71,75,61,70,77,74,76,75,84,80,73,72,65,9,11,15,9,7
199737,Wilson Eduardo,Wilson Bruno Naval Costa Eduardo,28,77,3,4,RW,79,79,72,77,31,67,75,76,66,73,84,78,82,71,63,78,77,80,73,77,68,83,68,70,69,80,59,24,78,73,82,80,25,33,23,13,12,11,9,11
199827,P. Hernández,Pedro Pablo Hernández,32,77,3,3,RW,65,71,74,72,64,75,59,68,62,78,67,74,77,71,77,78,66,64,56,75,43,76,71,70,75,74,81,73,78,78,64,71,55,68,66,6,15,9,15,10
199986,Arbilla,Anaitz Arbilla Zabala,32,77,4,2,RCB,59,56,71,67,75,76,75,40,73,74,48,63,75,82,75,76,51,65,58,75,67,81,78,70,76,72,84,77,57,57,47,65,70,78,77,14,8,15,13,9
200212,M. Esser,Michael Esser,31,77,3,1,SUB,,,,,,,10,8,25,39,9,15,14,17,35,17,32,48,30,72,28,48,67,37,82,19,40,30,6,48,23,53,20,15,16,77,74,64,75,82
200630,J. Forrest,James Forrest,27,77,3,4,RM,93,72,69,80,48,65,74,75,47,73,66,77,72,51,51,78,94,92,94,72,92,72,74,78,65,70,44,40,72,73,67,74,54,52,39,12,10,8,9,9
201046,R. Saponara,Riccardo Saponara,27,77,4,4,LCM,68,67,77,80,43,61,74,64,58,79,64,82,80,70,73,84,64,71,71,68,70,71,62,65,63,66,52,30,76,79,68,74,61,34,30,5,3,5,5,3
201049,L. Tonelli,Lorenzo Tonelli,29,77,3,2,RES,64,31,44,59,79,71,40,25,74,54,33,54,38,17,54,58,67,62,70,73,79,52,80,57,71,25,85,78,23,30,35,74,79,81,79,13,11,13,11,6
201860,E. Bičakčić,Ermin Bičakčić,29,77,3,2,SUB,57,37,50,47,78,78,38,24,75,63,42,35,32,28,59,58,53,61,54,74,61,59,65,61,84,45,87,83,33,41,39,63,75,78,75,11,11,15,15,12
203886,A. Trebel,Adrien Trebel,28,77,2,4,SUB,73,67,76,76,67,75,74,59,33,76,71,74,72,75,77,77,74,73,75,77,87,79,77,81,70,75,79,74,72,76,55,78,67,74,70,8,11,14,16,12
204341,Luís Neto,Luís Carlos Novo Neto,31,77,3,2,SUB,58,37,59,53,79,74,42,33,80,72,40,49,52,43,77,48,57,59,69,78,61,42,79,72,73,37,76,78,44,46,47,72,80,77,78,10,15,13,15,8
204691,M. Pereyra,Mauricio Ernesto Pereyra Antonini,29,77,2,4,RES,73,71,77,78,54,63,74,70,49,79,69,74,67,73,74,78,76,70,94,75,89,70,53,73,58,75,67,69,78,83,62,73,35,63,55,16,13,14,12,7
